DATE,ADDRESS,CITY,STATE,POSTAL CODE,AGENT,BROKER,PRICE,LATITUDE,LONGITUDE,TIME
30/07/2024,41 SOUTH KINGSLEA DRIVE,TORONTO,ONTARIO,M8Y2A5,PAUL AMBLER,RE/MAX PROFESSIONALS INC.,"$2,498,000",43.6413147,79.495939,3 days
30/07/2024,41 TERRAVIEW BOULEVARD S,TORONTO,ONTARIO,M1R4L8,CHARLES D. FERREIRA,HOMELIFE REGIONAL REALTY LTD.,"$1,399,000",43.7650688,79.3148511,5 days
30/07/2024,410 - 16 MCADAM AVENUE,TORONTO,ONTARIO,M6A0B9,KEN ONG,CENTURY 21 GREEN REALTY INC.,"$599,000",43.7229146,79.4571199,5 hours
05/08/2024,410 - 60 BERWICK AVENUE,TORONTO,ONTARIO,M5P0A3,WILSON LEE,HOMELIFE LANDMARK REALTY INC.,"$952,000",43.7039005,79.3998308,123 days
01/08/2024,410 - 80 ESTHER LORRIE DRIVE,TORONTO,ONTARIO,M9W0C6,DEEPAK PATEL,HOMELIFE/MIRACLE REALTY LTD,"$517,800",43.731918,79.5769374,
05/08/2024,4101 - 28 FREELAND STREET,TORONTO,ONTARIO,M2J1M6,STANLEY WONG,HOMELIFE FRONTIER REALTY INC.,"$3,094,900",43.6436476,79.3737615,192 days
31/07/2024,4103 - 38 GRENVILLE STREET,TORONTO,ONTARIO,M4Y1A5,CONNIE ZENG,RE/MAX EXCEL REALTY LTD.,"$1,028,000",43.6618845,79.3857031,2 days
05/08/2024,4104 - 30 NELSON STREET,TORONTO,ONTARIO,M5V0H5,AMY PING,FIRST CLASS REALTY INC.,"$1,530,000",43.6490377,79.3884119,181 days
05/08/2024,4106 - 55 BREMNER BOULEVARD,TORONTO,ONTARIO,M5J0A6,RAVI PANESAR,RE/MAX HALLMARK FIRST GROUP REALTY LTD.,"$579,999",43.642884,79.3804767,7 hours
01/08/2024,4107 - 1 BLOOR STREET,TORONTO,ONTARIO,M4W0A8,ABRAR UL HASSAN,CITYSCAPE REAL ESTATE LTD.,"$1,179,900",43.6701587,79.3862462,
30/07/2024,4107 - 82 DALHOUSIE STREET,TORONTO,ONTARIO,M5B0C5,KARIM KABANI,CENTURY 21 LEADING EDGE REALTY INC.,"$1,350,000",43.6557378,79.3764533,2 days
05/08/2024,411 - 160 KINGSWAY CRESCENT,TORONTO,ONTARIO,M8X2S4,ZEBA KAZMI,HERSH REALTY GROUP INC.,"$775,900",43.6617413,79.5071132,4 days
30/07/2024,411 - 1815 YONGE STREET,TORONTO,ONTARIO,M4T2A4,ROSANNA MASTRANDREA,ROYAL LEPAGE SIGNATURE REALTY,"$1,499,000",43.6961373,79.3956673,53 days
05/08/2024,411 - 25 NEIGHBOURHOOD LANE,TORONTO,ONTARIO,M8Y0C4,NAZANIN MESGARA,HOMELIFE FRONTIER REALTY INC.,"$539,900",43.6382223,79.489225,4 days
03/08/2024,412 - 1 STRATHGOWAN AVENUE,TORONTO,ONTARIO,M4N0B3,MARC CARISSE,SUTTON GROUP OLD MILL REALTY INC.,"$1,599,999",43.7187263,79.4003158,44 minutes
05/08/2024,412 - 36 ZORRA STREET,TORONTO,ONTARIO,M8Z0G5,SARVAT TAHIR,CENTURY 21 FIRST CANADIAN CORP,"$579,900",43.6197417,79.5217377,121 days
05/08/2024,4001 - 761 BAY STREET,TORONTO,ONTARIO,M5G2R2,SHAMS HIRJI,RE/MAX REALTRON REALTY INC.,"$3,980,000",43.6596493,79.3849721,130 days
05/08/2024,40 HART AVENUE,TORONTO,ONTARIO,M1K3H1,JEY JEYKUMAR,RE/MAX REALTRON REALTY INC.,"$1,099,900",43.7214012,79.2605098,4 days
31/07/2024,40 FLINTWICK DRIVE,TORONTO,ONTARIO,M1P4G9,SUSIE INTHIRAN,LUXURY HOMES WORLD INC.,"$795,000",43.7674846,79.2509628,5 hours
03/08/2024,40 DOMBEY ROAD,TORONTO,ONTARIO,M3L1N9,JEREMY VIDAL,RE/MAX ULTIMATE REALTY INC.,"$959,900",43.7382248,79.5069616,7 hours
30/07/2024,3759 ELLESMERE ROAD,TORONTO,ONTARIO,M1C1H8,DAVID ANTON,ROYAL LEPAGE CONNECT REALTY,"$1,499,900",43.7908544,79.1691915,34 days
05/08/2024,376 GEORGE STREET,TORONTO,ONTARIO,M5A2N3,JAMSHID FAIZ,"INTERNATIONAL REALTY FIRM, INC.","$2,499,000",43.659988,79.374842,161 days
05/08/2024,377 BROOKE AVENUE,TORONTO,ONTARIO,M5M2L5,JENNIFER SPRING LEVY,RIGHT AT HOME REALTY,"$4,438,000",43.7308196,79.429375,133 days
05/08/2024,379 GLENGARRY AVENUE,TORONTO,ONTARIO,M5M1E7,PARIS SAMII,RIGHT AT HOME REALTY,"$4,688,000",43.7220864,79.419376,123 days
30/07/2024,38 RANEE AVENUE,TORONTO,ONTARIO,M6A1M9,DANIEL LIU,EVERLAND REALTY INC.,"$1,448,000",43.7266886,79.4337954,122 days
05/08/2024,38 SALONICA ROAD,TORONTO,ONTARIO,M3C2L9,NANCY SAEDI,ROYAL LEPAGE REAL ESTATE SERVICES NANCY SAEDI,"$12,880,000",43.7272077,79.3549536,214 days
05/08/2024,38 SALONICA ROAD,TORONTO,ONTARIO,M3C2L9,NANCY SAEDI,ROYAL LEPAGE REAL ESTATE SERVICES NANCY SAEDI,"$5,500,000",43.7272077,79.3549536,214 days
30/07/2024,374 SPADINA AVENUE,TORONTO,ONTARIO,M5T2G4,OLGA KOSTYUKHINA,SUTTON GROUP-ADMIRAL REALTY INC.,"$1,480,000",43.6550476,79.3991727,116 days
30/07/2024,380 - 415 JARVIS STREET,TORONTO,ONTARIO,M4Y3C1,SHAUN HSU,SUTTON GROUP-ASSOCIATES REALTY INC.,"$750,000",43.6636254,79.3760782,2 days
31/07/2024,3803 - 81 NAVY WHARF COURT,TORONTO,ONTARIO,M5V3S2,ALIM KARA,ON THE BLOCK,"$1,599,000",43.6413827,79.3915096,39 minutes
03/08/2024,3804 - 70 DISTILLERY LANE,TORONTO,ONTARIO,M5A0E3,ALYSHA FIORIO,CORE ASSETS REAL ESTATE,"$649,000",43.6503828,79.3579742,2 days
05/08/2024,3805 - 16 HARBOUR STREET,TORONTO,ONTARIO,M5J2Z7,AL DAIMEE,ROYAL LEPAGE SIGNATURE REALTY,"$859,900",43.643032,79.3768469,4 days
01/08/2024,3805 - 25 TELEGRAM MEWS,TORONTO,ONTARIO,M5V3Z1,MAX MUZZONE,ROYAL LEPAGE YOUR COMMUNITY REALTY,"$649,000",43.6411454,79.3942451,
05/08/2024,3806 - 210 VICTORIA STREET,TORONTO,ONTARIO,M5B2R3,ADAM S.H GUNN,REAL ESTATE HOMEWARD,"$569,000",43.6545895,79.3789601,3 days
30/07/2024,3806 - 318 RICHMOND STREET W,TORONTO,ONTARIO,M5V0B4,RITWIK UBAN,CENTURY 21 LEADING EDGE REALTY INC.,"$1,449,000",43.6489242,79.3921998,18 days
05/08/2024,3807 - 56 ANNIE CRAIG DRIVE,TORONTO,ONTARIO,M8V0C8,NOREEN KHO,RIGHT AT HOME REALTY,"$559,000",43.6254787,79.4788159,3 days
30/07/2024,380 DIXON ROAD,TORONTO,ONTARIO,M9R1T4,ROSE MARIE NAGALLO,RE/MAX METROPOLIS REALTY,"$460,000",43.6952791,79.5577381,21 hours
30/07/2024,3711 - 38 WIDMER STREET,TORONTO,ONTARIO,M5V2E9,DAN HAO,GOLDEN BRIDGE REALTY,"$1,388,000",43.6480856,79.391839,109 days
01/08/2024,3711 - 2221 YONGE STREET,TORONTO,ONTARIO,M4S0B8,MINA DEMIR,ONE PERCENT REALTY LTD.,"$648,000",43.7060642,79.3977203,
01/08/2024,3711 - 20 LOMBARD STREET,TORONTO,ONTARIO,M5C0A7,ROB GOLFI,RE/MAX ESCARPMENT GOLFI REALTY INC.,"$1,224,888",43.6516524,79.3769603,
03/08/2024,3608 - 318 RICHMOND STREET W,TORONTO,ONTARIO,M5V0B4,JAMES SHUQOM,ROYAL LEPAGE TERREQUITY GOLD REALTY,"$500,000",43.6489242,79.3921998,2 days
01/08/2024,3608 - 82 DALHOUSIE STREET,TORONTO,ONTARIO,M5B0C5,LEARIE GAIRY,OUR NEIGHBOURHOOD REALTY INC.,"$1,925/MONTHLY",43.6557378,79.3764533,
31/07/2024,3609 - 397 FRONT STREET W,TORONTO,ONTARIO,M5V3R8,ALFRED MAN HO LEE,LIVING REALTY INC.,"$710,000",43.6426397,79.3935863,3 days
01/08/2024,3609 - 77 MUTUAL STREET,TORONTO,ONTARIO,M5B2A9,JASON ZHU,MEHOME REALTY (ONTARIO) INC.,"$499,000",43.6561607,79.3750714,
05/08/2024,3610 - 18 YONGE STREET,TORONTO,ONTARIO,M5E1Z8,TED WAXMAN,ALAN NEWTON REAL ESTATE LTD.,"$875,000",43.6446048,79.3765047,184 days
03/08/2024,3611 - 161 ROEHAMPTON AVENUE,TORONTO,ONTARIO,M3P1P9,BRIAN BYUNGHOON YU,ROYAL LEPAGE NEW CONCEPT,"$825,000",43.7087725,79.3937821,2 days
30/07/2024,365 HOWLAND AVENUE,TORONTO,ONTARIO,M5R3C1,DANIEL PUSTIL,SOTHEBY'S INTERNATIONAL REALTY CANADA,"$1,499,000",43.6762655,79.4129012,7 days
31/07/2024,366 - 31 TIPPETT ROAD,TORONTO,ONTARIO,M3H0C8,SILVIA P DI MONTE,REALINVEST CANADA INC.,"$698,800",43.7335125,79.4460849,39 minutes
30/07/2024,37 COTMAN CRESCENT,TORONTO,ONTARIO,M9B3A4,CHRIS GAWRYS,"GOWEST REALTY LTD., BROKERAGE","$1,499,800",43.66581722,79.56118577,4 days
30/07/2024,37 COTMAN CRESCENT,TORONTO,ONTARIO,M9B3A4,CHRIS GAWRYS,GOWEST REALTY LTD.,"$1,499,800",43.6658468,79.5611925,3 days
03/08/2024,37 FRONTIER PATHWAY,TORONTO,ONTARIO,M1B4G6,KAMAL AHMED,HOMELIFE TODAY REALTY LTD.,"$799,000",43.8088062,79.2091953,1 hour
01/08/2024,37 JOPLING AVENUE N,TORONTO,ONTARIO,M9B4E9,LYDIA ROBERTSON,CENTURY 21 MILLENNIUM INC,"$2,095,000",43.64373736,79.54036453,
30/07/2024,37 WEST AVENUE,TORONTO,ONTARIO,M4M2L7,GEORGE LIN,RE/MAX HALLMARK REALTY LTD.,"$1,475,000",43.6648802,79.3461952,25 days
30/07/2024,37 WHISTLING HILLS DRIVE,TORONTO,ONTARIO,M1V2B6,LENA ZHANG,HC REALTY GROUP INC.,"$1,498,800",43.8261902,79.2681701,54 days
30/07/2024,3702 - 28 FREELAND STREET,TORONTO,ONTARIO,M5E0E3,DARRIN LEITCH,RE/MAX REALTRON REALTY INC.,"$1,399,880",43.6436476,79.3737615,32 days
03/08/2024,3706 - 95 MCMAHON DRIVE,TORONTO,ONTARIO,M2K0H2,CINDY YIN,CENTURY 21 MYPRO REALTY,"$965,000",43.7667106,79.3723553,3 hours
03/08/2024,3710 - 18 YONGE STREET,TORONTO,ONTARIO,M5E1Z8,TED WAXMAN,ALAN NEWTON REAL ESTATE LTD.,"$845,000",43.6446048,79.3765047,2 days
05/08/2024,3810 - 10 PARK LAWN ROAD,TORONTO,ONTARIO,M8V0H9,JESSICA GUO,HOMELIFE LANDMARK REALTY INC.,"$688,000",43.6233108,79.4837509,2 days
31/07/2024,3603 - 575 BLOOR STREET E,TORONTO,ONTARIO,M4W0B2,HENRIETTA SUNG,RIGHT AT HOME REALTY,"$999,000",43.6718782,79.3724592,21 hours
05/08/2024,383 O'CONNOR DRIVE,TORONTO,ONTARIO,M4J2V9,BELLA LEE,FOREST HILL REAL ESTATE INC.,"$1,088,000",43.6957716,79.3376884,151 days
30/07/2024,386 WESTMORELAND AVENUE N,TORONTO,ONTARIO,M6H3A7,NELSON LOURENCO,SUTTON GROUP ELITE REALTY INC BROKERAGE,"$1,399,999",43.67204739,79.43524712,42 days
01/08/2024,3B HOBDEN PLACE,TORONTO,ONTARIO,M9R3R6,ZYRENE RODELAS URLANDA,HOMELIFE LANDMARK REALTY INC.,"$900,000",43.6845177,79.5655399,
01/08/2024,3D - 36 HAZELTON AVENUE,TORONTO,ONTARIO,M5R2E2,MICHAEL C. MCLACHLAN,ROYAL LEPAGE REAL ESTATE SERVICES HEAPS ESTRIN TEAM,"$2,990,000",43.671864,79.3938104,
01/08/2024,4 - 8 MALLORY GARDENS,TORONTO,ONTARIO,M4V2A6,ANTONINA DOHOT,RE/MAX REALTRON REALTY INC.,"$2,299/MONTHLY",43.690527,79.3966503,
31/07/2024,4 - 9 PINE STREET,TORONTO,ONTARIO,M9N0A6,SATHEES SABARATNAM,HOMELIFE/FUTURE REALTY INC.,"$729,900",43.7011403,79.5076139,26 minutes
31/07/2024,4 ANNAREE DRIVE,TORONTO,ONTARIO,M1R4L4,CAROL ELIZABETH FODERICK,KELLER WILLIAMS ADVANTAGE REALTY,"$969,000",43.7645061,79.3153331,34 minutes
05/08/2024,4 HIGH STREET,TORONTO,ONTARIO,M8Y3N8,MICHEAL MEHMET TURK,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,"$1,299,000",43.6310747,79.4836522,4 days
30/07/2024,4 INGLETON BOULEVARD,TORONTO,ONTARIO,M1V3M1,EVA YANG,JOYNET REALTY INC.,"$1,320,000",43.8231306,79.2719622,45 days
31/07/2024,397 DUDLEY AVENUE,TORONTO,ONTARIO,M2N7M1,MERRY ZHENG,CENTURY 21 MYPRO REALTY,"$1,655,000",43.7808614,79.4094367,4 days
30/07/2024,4 LIPPINCOTT STREET W,TORONTO,ONTARIO,M9N1B4,LUIGI D. TASSONE,HOMELIFE PRINCIPLE REAL ESTATE,"$1,349,000",43.6954598,79.5081816,98 days
05/08/2024,4 TARMOLA PARK COURT,TORONTO,ONTARIO,M9L2L1,ANGELA MARIA DEFALCO,INTERCITY REALTY INC.,"$1,159,990",43.7600178,79.5731436,183 days
01/08/2024,4 TODD BROOK DRIVE,TORONTO,ONTARIO,M9V1R4,M. A. QURESHI,CITYSCAPE REAL ESTATE LTD.,"$1,150,000",43.7399937,79.569936,
05/08/2024,4 WICKSON TRAIL,TORONTO,ONTARIO,M1B1M2,CHITTA DAS,RE/MAX ALL-STARS REALTY INC.,"$929,900",43.8021572,79.2172039,3 days
30/07/2024,4 YEOMANS ROAD,TORONTO,ONTARIO,M3H3J4,RENETA HADJIANGUELOVA,"INTERNATIONAL REALTY FIRM, INC.","$1,500,000",43.7462354,79.4409322,16 days
05/08/2024,40 B - 23 INNES AVENUE,TORONTO,ONTARIO,M6E4P3,HANNE ELISABETH FLAKE,ORION REALTY CORPORATION,"$1,889,900",43.68101,79.45658,149 days
30/07/2024,40 BOWSFIELD ROAD,TORONTO,ONTARIO,M3J3R3,SHERWIN DIMACULANGAN,RE/MAX REALTRON SMART CHOICE TEAM,"$1,399,000",43.7670578,79.4984367,75 days
01/08/2024,40 DAISY AVENUE,TORONTO,ONTARIO,M8W1S1,ALEXANDER JAMES WILSON,RE/MAX WEALTH BUILDERS REAL ESTATE,"$7,000/MONTHLY",43.5981407,79.5264737,
05/08/2024,4 PYNFORD CRESCENT,TORONTO,ONTARIO,M3A1W8,AHMAD FAROOQ MIAN,CENTURY 21 INNOVATIVE REALTY INC.,"$799,990",43.7592052,79.3175759,1 hour
03/08/2024,395 MORRISH ROAD,TORONTO,ONTARIO,M1C1E9,SURIN TOOR,FIRST METROPOLITAN REALTY CORP.,"$1,950,000",43.7898462,79.1729522,2 days
05/08/2024,395 MARKLAND DRIVE,TORONTO,ONTARIO,M9C1S5,BRIAN C. SMITH,RE/MAX PROFESSIONALS INC.,"$2,675,000",43.6319166,79.5702545,1 day
05/08/2024,393 OLD WESTON ROAD,TORONTO,ONTARIO,M6N3A9,THAO NGUYEN,IPRO REALTY LTD.,"$849,000",43.6744869,79.4630911,2 hours
30/07/2024,386 WESTMORELAND AVENUE N,TORONTO,ONTARIO,M6H3A7,NELSON LOU LOURENCO,SUTTON GROUP ELITE REALTY INC.,"$1,399,999",43.6720516,79.4352922,41 days
30/07/2024,388 OAKWOOD AVENUE,TORONTO,ONTARIO,M6E2W3,MUNISH LUMB,HOMELIFE/MIRACLE REALTY LTD,"$2,249,999",43.6877876,79.4392223,2 days
30/07/2024,389 DAVISVILLE AVENUE,TORONTO,ONTARIO,M4S1H4,SANDRA YOU CHIN,SUTTON GROUP-ADMIRAL REALTY INC.,"$1,488,000",43.7012925,79.3814969,13 days
05/08/2024,39 CENTURY DRIVE,TORONTO,ONTARIO,M1K4J7,TONY S. KALSI,TONY K REAL ESTATE,"$889,900",43.7348998,79.2497606,3 days
05/08/2024,39 COMMONWEALTH AVENUE,TORONTO,ONTARIO,M1K4K1,HANS OHRSTROM,HOMELIFE EAGLE REALTY INC.,"$2,199,900",43.7298397,79.2544095,4 days
30/07/2024,39 HEATHFIELD DRIVE,TORONTO,ONTARIO,M1M3A9,CAROL ELIZABETH FODERICK,KELLER WILLIAMS ADVANTAGE REALTY,"$1,399,999",43.7381972,79.2107923,4 days
03/08/2024,39 JOHN STONER DRIVE,TORONTO,ONTARIO,M1B3A2,CORA WEEKES,CITYLITE REALTY INC.,"$795,999",43.8130235,79.208482,2 days
31/07/2024,39 WOODTHORPE ROAD,TORONTO,ONTARIO,M4A1S6,EVA HAASE,ROYAL LEPAGE SIGNATURE REALTY,"$1,328,000",43.7349526,79.3109233,43 minutes
30/07/2024,390 OAKWOOD AVENUE,TORONTO,ONTARIO,M6E2W3,ROBERT GRIN,FINE HOMES REALESTATE INC.,"$1,329,000",43.6878568,79.439259,19 days
01/08/2024,3903 - 1928 LAKE SHORE BOULEVARD,TORONTO,ONTARIO,M6S0B1,SUMIT TAGGAR,ROYAL LEPAGE SIGNATURE REALTY,"$649,000",43.6357637,79.4679304,
05/08/2024,3904 - 290 ADELAIDE STREET W,TORONTO,ONTARIO,M5V0P3,DOROTA EDYTA BADEWICZ,RIGHT AT HOME REALTY,"$828,888",43.6480809,79.3910262,147 days
31/07/2024,3906 - 80 JOHN STREET,TORONTO,ONTARIO,M5V3X4,HOUMAN SHIRVANI,FOREST HILL REAL ESTATE INC.,"$665,000",43.646771,79.3899912,1 day
30/07/2024,3907 - 20 LOMBARD STREET,TORONTO,ONTARIO,M5C0A7,JASON CHEN,ALPHA REALTY INC.,"$1,390,000",43.6516524,79.3769603,26 days
05/08/2024,3909 - 426 UNIVERSITY AVENUE,TORONTO,ONTARIO,M5G1S9,AMBER LI,HOMELIFE NEW WORLD REALTY INC.,"$599,000",43.6540859,79.388416,169 days
03/08/2024,3909 - 95 MCMAHON DRIVE,TORONTO,ONTARIO,M2K0H2,RAY YANG,MEHOME REALTY (ONTARIO) INC.,"$699,000",43.7667106,79.3723553,1 day
05/08/2024,3910 - 11 WELLESLEY STREET W,TORONTO,ONTARIO,M4Y0G4,ANU ARYA,HOMELIFE/MIRACLE REALTY LTD,"$517,888",43.6645977,79.3852242,1 day
03/08/2024,3910 - 488 UNIVERSITY AVENUE,TORONTO,ONTARIO,M5G0C1,JOSHUA P. BENNETT,SOTHEBY'S INTERNATIONAL REALTY CANADA,"$6,000/MONTHLY",43.6550277,79.3890703,20 hours
05/08/2024,3838 BLOOR STREET W,TORONTO,ONTARIO,M9B1L1,IAN ANDREW HUNT,CBRE LIMITED,"$5,488,000",43.641351,79.5388698,151 days
30/07/2024,579 RUSTIC ROAD,TORONTO,ONTARIO,M6C1Y2,JOSE R. PEREIRA,RE/MAX WEST REALTY INC.,"$1,349,000",43.7194738,79.4740748,11 days
01/08/2024,57A JEAVONS AVENUE,TORONTO,ONTARIO,M1K1T1,USAMA BILAL,CENTURY 21 LEADING EDGE REALTY INC.,"$1,800/MONTHLY",43.7064287,79.2664691,
05/08/2024,58 & 60 PINE RIDGE DRIVE,TORONTO,ONTARIO,M1M2X7,STEVE KABBABEH,CENTURY 21 LEADING EDGE REALTY INC.,"$2,188,000",43.7297155,79.2257226,174 days
30/07/2024,86 NORTH PARK DRIVE,TORONTO,ONTARIO,M6L1K2,BEHI SHAFIEI,METROPOLITAN COMMERCIAL REALTY INC.,"$1,399,000",43.7116501,79.47805,41 days
31/07/2024,86 RORY ROAD,TORONTO,ONTARIO,M6L3G1,CHAITANYA BANSAL,HOUSEEO REALTY,"$999,900",43.7202711,79.4867017,4 days
03/08/2024,864 DANFORTH ROAD,TORONTO,ONTARIO,M1K1H7,JOHN CAMARA,CENTURY 21 REGAL REALTY INC.,"$799,900",43.7276612,79.2529044,2 days
05/08/2024,866 EGLINTON AVENUE W,TORONTO,ONTARIO,M6C2B6,MICHAEL S. WEISS,WEISS REALTY LTD.,"$2,700,000",43.7010687,79.4262813,181 days
31/07/2024,869 SCARBOROUGH GOLF CLUB ROAD,TORONTO,ONTARIO,M1G1J4,SANDEEP SHANKAR KADAM,CENTURY 21 PERCY FULTON LTD.,"$1,098,000",43.7715854,79.2190289,3 days
05/08/2024,87 - 760 LAWRENCE AVENUE W,TORONTO,ONTARIO,M6A1B8,LILY HU,BAY STREET GROUP INC.,"$799,000",43.7148299,79.4514791,157 days
05/08/2024,87 BONACRES AVENUE,TORONTO,ONTARIO,M1C3B8,ANTONINO GALLETTA,CENTURY 21 PARKLAND LTD.,"$1,750,000",43.7787215,79.1598751,131 days
30/07/2024,86 HELENDALE AVENUE,TORONTO,ONTARIO,M4R1C7,ERROL PAULICPULLE,HARVEY KALLES REAL ESTATE LTD.,"$1,350,000",43.708698,79.4014016,23 days
31/07/2024,87 HILLHURST BOULEVARD,TORONTO,ONTARIO,M5N1N5,EVA SCHILLING,SUTTON GROUP-ASSOCIATES REALTY INC.,"$2,950,000",43.7110087,79.4155729,1 day
30/07/2024,877 LOGAN AVENUE,TORONTO,ONTARIO,M4K3E2,MIAO JUAN HE,HOMELIFE LANDMARK REALTY INC.,"$1,399,000",43.6774544,79.3493125,6 days
30/07/2024,879 LANSDOWNE AVENUE,TORONTO,ONTARIO,M6H3Z2,LEO SHIU,SUPERSTARS REALTY LTD.,"$1,399,000",43.6636345,79.4449322,70 days
05/08/2024,88 ALBERTUS AVENUE,TORONTO,ONTARIO,M4R1J7,DINO J. CAPOCCI,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,"$2,695,000",43.7142074,79.4027151,3 days
30/07/2024,88 CHERRYSTONE DRIVE,TORONTO,ONTARIO,M2H1S1,BILL THOM,RE/MAX REALTRON REALTY INC.,"$1,485,000",43.8068928,79.3574696,8 days
05/08/2024,88 WOODLAWN AVENUE W,TORONTO,ONTARIO,M4V1G7,KEVIN CRIGGER,ROYAL LEPAGE/J & D DIVISION,"$7,798,000",43.6832811,79.3966309,160 days
05/08/2024,8815 SHEPPARD AVENUE E,TORONTO,ONTARIO,M1B5R7,JACKIE WINTERFIELD,ROYAL HERITAGE REALTY LTD.,$1,43.8038061,79.18435,207 days
30/07/2024,89 CONCORD AVENUE,TORONTO,ONTARIO,M6H2P2,SALLY SHAROYAN,RE/MAX EXCEL REALTY LTD.,"$1,300,000",43.6571633,79.4248789,10 days
05/08/2024,87 NATIONAL STREET,TORONTO,ONTARIO,M1M0A3,MARISSE DAVID,ROYAL LEPAGE SIGNATURE REALTY,"$899,000",43.7222823,79.2509058,2 days
30/07/2024,89 HALFMOON SQUARE,TORONTO,ONTARIO,M1C3V2,ANNA WOOD,RE/MAX ROUGE RIVER REALTY LTD.,"$1,100,000",43.79532,79.180427,15 hours
05/08/2024,86 DEEP DENE DRIVE,TORONTO,ONTARIO,M1C1L7,RULA ABDEL-KADER,IPRO REALTY LTD.,"$2,599,900",43.7893225,79.1700693,1 day
05/08/2024,854 EGLINTON AVENUE W,TORONTO,ONTARIO,M6C2B6,MICHAEL S. WEISS,WEISS REALTY LTD.,"$5,400,000",43.7010448,79.4259612,181 days
05/08/2024,82 CHESTNUT PARK ROAD,TORONTO,ONTARIO,M4W2R3,JANET MARLENE LINDSAY,CHESTNUT PARK REAL ESTATE LIMITED,"$16,500,000",43.6801064,79.3833754,299 days
03/08/2024,82 CROW TRAIL,TORONTO,ONTARIO,M1B1X9,NOELLA INGABIRE,RE/MAX CONDOS PLUS CORPORATION,"$999,000",43.8132538,79.2328897,2 days
31/07/2024,82 QUANTRELL TRAIL,TORONTO,ONTARIO,M1B1L8,MEI KUEN HEUNG,CENTURY 21 KING'S QUAY REAL ESTATE INC.,"$699,000",43.8034467,79.2157298,4 days
01/08/2024,820 - 181 VILLAGE GREEN SQUARE,TORONTO,ONTARIO,M1S0K6,NAVI KANAGALINGAM,RE/MAX ROYAL PROPERTIES REALTY,"$609,000",43.7789092,79.2813986,
05/08/2024,820 - 460 ADELAIDE STREET E,TORONTO,ONTARIO,M5A0E7,STEPHEN ANDREW KHALLA,RIGHT AT HOME REALTY,"$685,000",43.6528922,79.3667341,121 days
01/08/2024,823 - 20 EDWARD STREET,TORONTO,ONTARIO,M5G0C5,MARTA ELORZA,RE/MAX CROSSROADS REALTY INC.,"$614,500",43.6569664,79.3821204,
05/08/2024,823 - 560 KING STREET,TORONTO,ONTARIO,M5V1M3,MICHAEL MANDARELLO,YOUR HOME SOLD GUARANTEED REALTY IMPERIUM,"$829,999",43.6449218,79.3990768,131 days
05/08/2024,856 EGLINTON AVENUE W,TORONTO,ONTARIO,M6C2B6,MICHAEL S. WEISS,WEISS REALTY LTD.,"$8,800,000",43.7011947,79.4260591,181 days
01/08/2024,824 - 3100 KEELE STREET,TORONTO,ONTARIO,M3M2H4,GEOFFREY PATRICK GRACE,RE/MAX HALLMARK REALTY LTD.,"$638,000",43.7400361,79.4856773,
31/07/2024,829 - 169 FORT YORK BOULEVARD,TORONTO,ONTARIO,M5V0C8,JOHN MARTINO,NEW ERA REAL ESTATE,"$699,900",43.6384989,79.4009491,1 day
31/07/2024,83 NORTHERN DANCER BOULEVARD,TORONTO,ONTARIO,M4L3Z8,NATASZA TYZLER,HAMMOND INTERNATIONAL PROPERTIES LIMITED,"$3,880,000",43.6662852,79.3106308,3 days
30/07/2024,832 DAVENPORT ROAD,TORONTO,ONTARIO,M6G2B6,SUMITA DHILLON,KELLER WILLIAMS ADVANTAGE REALTY,"$1,499,999",43.6766294,79.4197371,59 days
31/07/2024,84 GOLDSBORO ROAD,TORONTO,ONTARIO,M9L1A7,DENISE EILEEN LIBOIRON,CENTURY 21 ALL-PRO REALTY (1993) LTD.,"$4,900/MONTHLY",43.7546187,79.5628943,1 day
31/07/2024,84 LAURELCREST AVENUE,TORONTO,ONTARIO,M3H2A9,LISA BELILLTI,FOREST HILL REAL ESTATE INC.,"$3,136,000",43.7428836,79.4433988,5 hours
05/08/2024,85 KENILWORTH AVENUE,TORONTO,ONTARIO,M4L3S4,JOSEPH W MEDINA,CENTURY 21 PARKLAND LTD.,"$1,719,000",43.6685954,79.3011503,403 days
30/07/2024,85 LETCHWORTH CRESCENT,TORONTO,ONTARIO,M3M1Z1,EDEN KELETA TEWELDE,"INTERNATIONAL REALTY FIRM, INC.","$1,380,000",43.7285754,79.4943334,50 days
01/08/2024,827 - 461 ADELAIDE STREET W,TORONTO,ONTARIO,M5V0L6,RYAN WOOD,HARVEY KALLES REAL ESTATE LTD.,"$618,000",43.6456283,79.3994816,
30/07/2024,894 OSSINGTON AVENUE,TORONTO,ONTARIO,M6G3V1,LENA N. D'ALFONSO,SUTTON GROUP-SECURITY REAL ESTATE INC.,"$1,399,000",43.6659469,79.4275515,27 days
30/07/2024,8A NINETEENTH STREET N,TORONTO,ONTARIO,M8V3L3,TADEUSZ JANICKI,HOMETARIO REAL ESTATE LTD.,"$1,499,000",43.5985421,79.5185617,130 days
01/08/2024,901 - 508 WELLINGTON STREET W,TORONTO,ONTARIO,M5V0K8,ANNIE GRACE HILL MORWOOD,CORE ASSETS REAL ESTATE,"$649,000",43.6434202,79.3991997,
