DATE,ADDRESS,CITY,STATE,POSTAL CODE,AGENT,BROKER,PRICE,LATITUDE,LONGITUDE
06/07/2024,1018 - 60 TANNERY ROAD,TORONTO,ONTARIO,M5A0S8,NAYAAB AHMAD CHATTA,VALERY REAL ESTATE INC.,"$619,000",43.6536808,79.3552776
06/07/2024,1020 - 140 SIMCOE STREET,TORONTO,ONTARIO,M5H4E9,PERRY BARIA,SOTHEBY'S INTERNATIONAL REALTY CANADA,"$629,900",43.6496,79.3871677
06/07/2024,1025 - 3100 KEELE STREET,TORONTO,ONTARIO,M3M0E1,KENNETH YIP,CENTURY 21 KING'S QUAY REAL ESTATE INC.,"$629,000",43.7400361,79.4856773
06/07/2024,1025 - 5233 DUNDAS STREET,TORONTO,ONTARIO,M9B6M1,EILEEN ELAINE EVANS,RE/MAX REALTY SPECIALISTS INC.,"$619,900",43.6388516,79.5368851
06/07/2024,1028 - 60 HEINTZMAN STREET,TORONTO,ONTARIO,M6P5A1,NATHALIE CLARKE-SINGH,SEARCH REALTY,"$629,000",43.6669766,79.4644347
06/07/2024,104 - 100 WESTERN BATTERY ROAD,TORONTO,ONTARIO,M6K3S2,GIOVANNI MURGA,RE/MAX HALLMARK REALTY LTD.,"$629,900",43.6398571,79.415948
06/07/2024,105 - 7 APPLEWOOD LANE,TORONTO,ONTARIO,M9C2Z7,BRAD THOMAS,SUTTON GROUP QUANTUM REALTY INC.,"$619,500",43.6501895,79.5668494
06/07/2024,106 - 23 ELDORA AVENUE,TORONTO,ONTARIO,M2M0B5,ANGEL YU,FIRST CLASS REALTY INC.,"$618,000",43.7803514,79.419687
06/07/2024,107 - 45 SILVERSTONE DRIVE,TORONTO,ONTARIO,M9V4B1,KINNARY THAKKAR,GET HOME REALTY INC.,"$649,000",43.7443216,79.5874274
06/07/2024,1101 - 18 HOLMES AVENUE,TORONTO,ONTARIO,M2N0E1,LUKE HUANG,BAY STREET GROUP INC.,"$619,000",43.7784859,79.4133299
06/07/2024,1101 - 75 GRAYDON HALL DRIVE,TORONTO,ONTARIO,M3A3M5,SAM ALLAN MCDADI,SAM MCDADI REAL ESTATE INC.,"$610,000",43.7642002,79.34409
06/07/2024,1104 - 133 WYNFORD DRIVE,TORONTO,ONTARIO,M3C0J5,TERESA CAMPO,FOREST HILL REAL ESTATE INC.,"$619,000",43.7266758,79.3279852
06/07/2024,1105 - 100 ANTIBES DRIVE,TORONTO,ONTARIO,M2R3N1,ANDREW IPEKIAN,KELLER WILLIAMS REFERRED URBAN REALTY,"$615,000",43.7805212,79.4468969
06/07/2024,1106 - 120 VARNA DRIVE,TORONTO,ONTARIO,M6A0B3,DONNA ANTOINETTE PINK-SMITH,ROYAL LEPAGE IGNITE REALTY,"$630,000",43.7235804,79.445742
06/07/2024,1106 - 460 ADELAIDE STREET E,TORONTO,ONTARIO,M5A0E7,KAT LUBIENSKI,KELLER WILLIAMS PORTFOLIO REALTY,"$638,500",43.6528922,79.3667341
06/07/2024,1107 - 3233 EGLINTON AVENUE E,TORONTO,ONTARIO,M1J3N6,GOLDY KHURANA,CENTURY 21 PROPERTY ZONE REALTY INC.,"$650,000",43.7436627,79.2131425
06/07/2024,1108 - 1 FOUR WINDS DRIVE,TORONTO,ONTARIO,M3J2T1,ILKAY KAYA,RE/MAX WEST REALTY INC.,"$639,000",43.7645864,79.4919387
06/07/2024,1108 - 28 BYNG AVENUE,TORONTO,ONTARIO,M2N7H4,JUN JIANG,HOME LEGEND REALTY INC.,"$650,000",43.7771234,79.4134893
06/07/2024,1108 - 30 GIBBS ROAD,TORONTO,ONTARIO,M9B0E4,SONAM WANGCHUK,ROYAL CANADIAN REALTY,"$639,900",43.6392239,79.5596305
06/07/2024,1108 - 955 BAY STREET,TORONTO,ONTARIO,M2S0C6,JERRY YANG,HOMELIFE NEW WORLD REALTY INC.,"$629,000",43.6646319,79.3869529
06/07/2024,1110 - 633 BAY STREET,TORONTO,ONTARIO,M5G2G4,AMY LAM,HOMELIFE LANDMARK REALTY INC.,"$619,000",43.6567783,79.3832756
06/07/2024,1110 - 9 FOUR WINDS DRIVE,TORONTO,ONTARIO,M3J2S8,JAMILA IMRAN,CENTURY 21 LEADING EDGE REALTY INC.,"$649,900",43.764736,79.4935373
06/07/2024,1111 - 85 QUEENS WHARF ROAD,TORONTO,ONTARIO,M5V0J9,JENNY JIAN,MAPLE LIFE REALTY INC.,"$619,000",43.6388615,79.3986373
06/07/2024,1112 - 80 QUEENS WHARF ROAD,TORONTO,ONTARIO,M5V0J3,JECKIE YI FENG ZHANG,MASTER'S TRUST REALTY INC.,"$638,000",43.6385986,79.400027
06/07/2024,1113 - 2083 LAKE SHORE BOULEVARD W,TORONTO,ONTARIO,M8V4G2,ANIA BASKA,RE/MAX CONDOS PLUS CORPORATION,"$620,000",43.6296475,79.47721
06/07/2024,1114 - 330 MCCOWAN ROAD,TORONTO,ONTARIO,M1J3N3,JASON SAXE,RE/MAX PREMIER INC.,"$649,900",43.737572,79.2384628
06/07/2024,1118 - 60 TANNERY ROAD,TORONTO,ONTARIO,M5A0S8,NAYAAB AHMAD CHATTA,VALERY REAL ESTATE INC.,"$619,000",43.6536925,79.3552696
06/07/2024,1119 - 700 HUMBERWOOD BOULEVARD,TORONTO,ONTARIO,M9W7J4,KAPIL DEV,CENTURY 21 PEOPLE'S CHOICE REALTY INC.,"$622,211",43.7247099,79.6166527
06/07/2024,1120 - 238 BONIS AVE AVENUE,TORONTO,ONTARIO,M1T3W7,MICHAEL GAO,HOMELIFE LANDMARK REALTY INC.,"$615,000",43.7859188,79.2904455
06/07/2024,1123 - 1 SHAW STREET,TORONTO,ONTARIO,M6K0A1,MATTHEW SILVERTHORNE,P2 REALTY INC.,"$620,000",43.6408455,79.4143193
06/07/2024,1124 - 30 SHORE BREEZE DRIVE,TORONTO,ONTARIO,M8V0J1,AMRITA AHLUWALIA,HOMELIFE MAPLE LEAF REALTY LTD.,"$608,800",43.6231345,79.481388
06/07/2024,1126 - 15 JAMES FINLAY WAY,TORONTO,ONTARIO,M3M0B3,RISHABH GANDHI,RE/MAX REAL ESTATE CENTRE INC.,"$650,000",43.7261589,79.4792655
06/07/2024,117 - 181 VILLAGE GREEN SQUARE,TORONTO,ONTARIO,M1S0K6,BILL ZHIHONG GUO,RE/MAX CROSSROADS REALTY INC.,"$618,800",43.7789092,79.2813986
06/07/2024,117 - 55 ANN O'REILLY ROAD,TORONTO,ONTARIO,M2J0E1,KATERINA PROCHAN,RE/MAX REALTRON REALTY INC.,"$629,900",43.7738945,79.3298418
06/07/2024,1201 - 1101 STEELES AVENUE W,TORONTO,ONTARIO,M2R3W5,STAN NEVOLOVICH,RIGHT AT HOME REALTY,"$647,000",43.7904347,79.448491
06/07/2024,1201 - 373 FRONT STREET W,TORONTO,ONTARIO,M5V3R7,TONY MAN ON LAI,LIVING REALTY INC.,"$605,000",43.6429328,79.3921472
06/07/2024,1201 - 39 ROEHAMPTON AVENUE,TORONTO,ONTARIO,M4P0G1,DAN MILEWSKI,ROYAL LEPAGE CONNECT REALTY,"$613,000",43.7081849,79.3970648
06/07/2024,1201 - 60 PAVANE LINKWAY,TORONTO,ONTARIO,M3C1A2,GOHAR SHAMS,HOMELIFE/FUTURE REALTY INC.,"$629,000",43.7115189,79.322827
06/07/2024,1202 - 19 WESTERN BATTERY ROAD,TORONTO,ONTARIO,M3K0E3,CHARLIE JUNG,WEB MAX REALTY INC.,"$635,880",43.6397197,79.4113714
06/07/2024,1202 - 30 HERONS HILL WAY,TORONTO,ONTARIO,M2J0A7,WENDY PU,BAY STREET GROUP INC.,"$620,000",43.7753529,79.3367003
06/07/2024,1205 - 56 FOREST MANOR ROAD,TORONTO,ONTARIO,M2J0E5,DIANA YAN,BAY STREET GROUP INC.,"$649,000",43.7733449,79.3450628
06/07/2024,1206 - 2550 PHARMACY AVENUE,TORONTO,ONTARIO,M1W1H9,ERDOGAN YILMAZ,RE/MAX HALLMARK REALTY LTD.,"$628,000",43.793342,79.326208
06/07/2024,1206 - 87 PETER STREET,TORONTO,ONTARIO,M5V2G4,ADNAN KHAN,LOYALTY REAL ESTATE,"$649,900",43.6469251,79.39221
06/07/2024,1207 - 130 RIVER STREET,TORONTO,ONTARIO,M5A0R8,RICKY GILL,SKYMAX REALTY INC.,"$649,900",43.6612002,79.357369
06/07/2024,1207 - 70 TEMPERANCE STREET,TORONTO,ONTARIO,M5H0B1,JUN YUN CHEN,RIGHT AT HOME REALTY,"$642,000",43.6505301,79.3821482
06/07/2024,1208 - 100 HARRISON GARDEN BOULEVARD,TORONTO,ONTARIO,M2N0C2,KAREN HUI,CENTURY 21 ATRIA REALTY INC.,"$638,000",43.7571072,79.4040667
06/07/2024,1209 - 75 THE DONWAY W,TORONTO,ONTARIO,M3C2E9,JERRY YANG,HOMELIFE NEW WORLD REALTY INC.,"$619,000",43.7328063,79.3456701
06/07/2024,121 - 75 BAMBURGH CIRCLE,TORONTO,ONTARIO,M1W3W1,LEO LIU,BAY STREET INTEGRITY REALTY INC.,"$622,000",43.8143682,79.3253493
06/07/2024,1210 - 426 UNIVERSITY AVENUE,TORONTO,ONTARIO,M5G1S9,ZAN MOLKO,HARVEY KALLES REAL ESTATE LTD.,"$648,000",43.653957,79.3886581
06/07/2024,1211 - 23 HOLLYWOOD AVENUE,TORONTO,ONTARIO,M2N7L8,SHIRLEY LIU,HOMELIFE LANDMARK REALTY INC.,"$638,888",43.7655635,79.4108921
06/07/2024,1211 - 68 GRANGEWAY AVENUE,TORONTO,ONTARIO,M1H0A1,JOHN ARMANIOUS,KELLER WILLIAMS REFERRED URBAN REALTY,"$649,888",43.7737279,79.2496083
06/07/2024,1211 - 98 LILLIAN STREET,TORONTO,ONTARIO,M4S0A5,HOWARD HENRY ROSENBERG,TIMES REALTY GROUP INC.,"$609,000",43.7071766,79.394162
06/07/2024,1212 - 5 ROWNTREE ROAD,TORONTO,ONTARIO,M9V5G9,STEPHEN MCKENZIE,UNION CAPITAL REALTY,"$620,000",43.7494792,79.5807578
06/07/2024,1214 - 30 SHORE BREEZE DRIVE,TORONTO,ONTARIO,M8V0J1,ADRIAN COIMBRA,ROYAL LEPAGE SIGNATURE REALTY,"$649,900",43.6237762,79.479633
06/07/2024,1227 - 5 MABELLE AVENUE,TORONTO,ONTARIO,M9A0C8,JOHN PERRONE,RE/MAX WEST REALTY INC.,"$629,900",43.6466642,79.5255121
06/07/2024,123 - 415 JARVIS STREET,TORONTO,ONTARIO,M4Y3C1,THEO SRISKANDARAJAH,BERKSHIRE HATHAWAY HOMESERVICES TORONTO REALTY,"$649,000",43.6636254,79.3760782
06/07/2024,1301 - 150 EAST LIBERTY STREET,TORONTO,ONTARIO,M6K3R5,STEPHEN K.H. WONG,WINPAX REALTY INC.,"$649,000",43.6387616,79.4162413
06/07/2024,1301 - 8 THE ESPLANADE,TORONTO,ONTARIO,M5E0A6,JULIA XIAO TING WU,CENTURY 21 PERCY FULTON LTD.,"$649,800",43.6460366,79.3763206
06/07/2024,1301 - 816 LANSDOWNE AVENUE,TORONTO,ONTARIO,M6H4K6,KELLY HARRIGAN,FOREST HILL REAL ESTATE INC.,"$640,000",43.6657544,79.447752
06/07/2024,1304 - 81 WELLESLEY STREET E,TORONTO,ONTARIO,M4Y0C5,VIVIAN CHEN,HOMELIFE LANDMARK REALTY INC.,"$630,000",43.6655855,79.3801555
06/07/2024,1312 - 55 REGENT PARK BOULEVARD,TORONTO,ONTARIO,M5A0C2,TAL SHELEF,IPRO REALTY LTD.,"$643,900",43.6596211,79.3609576
06/07/2024,1321 - 585 BLOOR STREET E,TORONTO,ONTARIO,M4W0B3,JASON LI,RE/MAX REALTRON JIM MO REALTY,"$649,000",43.6717225,79.3718369
06/07/2024,135 - 4001 DON MILLS ROAD,TORONTO,ONTARIO,M2H3J8,CHUNLIE JI,CENTURY 21 ATRIA REALTY INC.,"$649,000",43.8094947,79.3589101
06/07/2024,1400 - 33 SHEPPARD AVENUE E,TORONTO,ONTARIO,M2N7K1,MALINI MATHUR,RE/MAX REALTRON REALTY INC.,"$638,000",43.7612748,79.408924
06/07/2024,1401 - 20 SHORE BREEZE DRIVE,TORONTO,ONTARIO,M8V0C7,NASIM TANHA,RE/MAX HALLMARK REALTY LTD.,"$650,000",43.6235018,79.4789647
06/07/2024,1402 - 18 MAITLAND TERRACE,TORONTO,ONTARIO,M4Y0H2,VIVIAN CHEN,HOME ONE REALTY INC.,"$628,000",43.6636845,79.3834726
06/07/2024,1406 - 20 SOUDAN AVENUE,TORONTO,ONTARIO,M4S1V5,DIAMOND GULAMHUSEIN,LIVING REALTY INC.,"$650,000",43.70459,79.39739
06/07/2024,1406 - 40 RICHVIEW ROAD,TORONTO,ONTARIO,M9A5C1,JOHN ANTHONY DELUCA,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,"$629,900",43.685146,79.5159538
06/07/2024,1407 - 3845 LAKE SHORE BOULEVARD W,TORONTO,ONTARIO,M8W4Y3,SANTINA STUMPO,IPRO REALTY LTD.,"$650,000",43.5906111,79.544298
06/07/2024,1411 - 25 RICHMOND STREET E,TORONTO,ONTARIO,M5C0A6,JOEY WONG,SKYLETTE MARKETING REALTY INC.,"$615,000",43.6519017,79.3772165
06/07/2024,1414 - 105 THE QUEENSWAY,TORONTO,ONTARIO,M6S5B5,NIKOLETTA SEDLAK,RIGHT AT HOME REALTY,"$635,000",43.6389767,79.4618983
06/07/2024,1423 - 135 VILLAGE GREEN SQUARE,TORONTO,ONTARIO,M1S0G4,CHANDLER MAGOON,ROYAL LEPAGE SIGNATURE REALTY,"$639,900",43.7778803,79.2808486
06/07/2024,1451 - 25 VIKING LANE,TORONTO,ONTARIO,M9B0A1,ANGELO SOL,ROYAL LEPAGE TERREQUITY SW REALTY,"$630,000",43.6382937,79.5358831
06/07/2024,1501 - 128 FAIRVIEW MALL DRIVE,TORONTO,ONTARIO,M2J0E8,WAI YIP TSE,LANDSTARS 360 REALTY INC.,"$615,000",43.77998,79.3449211
06/07/2024,1501 - 365 CHURCH STREET,TORONTO,ONTARIO,M5B0B5,ANTHONY JONG,RE/MAX HALLMARK REALTY LTD.,"$630,000",43.6610459,79.3787591
06/07/2024,1506A - 710 HUMBERWOOD BOULEVARD,TORONTO,ONTARIO,M9W7J5,RAJIV DHAWAN,ESTATE #1 REALTY SERVICES INC.,"$629,913",43.7247678,79.6160327
06/07/2024,1507 - 15 GRENVILLE STREET,TORONTO,ONTARIO,M4Y0B9,JASON CHEN,ALPHA REALTY INC.,"$639,800",43.6618614,79.3841461
06/07/2024,1507 - 85 QUEENS WHARF ROAD,TORONTO,ONTARIO,M5V0J9,LYDIA WEN JIN,HOMELIFE LANDMARK REALTY INC.,"$625,000",43.6388615,79.3986373
06/07/2024,1508 - 28 TED ROGERS WAY,TORONTO,ONTARIO,M4Y2J4,JEROME LAPORTE,PMT REALTY INC.,"$650,000",43.6705872,79.3806087
06/07/2024,1508 - 7 MICHAEL POWER PLACE,TORONTO,ONTARIO,M9A0A4,WARREN BENNET PEREIRA,FOREST HILL REAL ESTATE INC.,"$618,000",43.6445123,79.5293797
06/07/2024,1508 - 70 QUEENS WHARF ROAD,TORONTO,ONTARIO,M5V0J2,ANDREW QUINN PERSAUD,PSR,"$649,900",43.6385212,79.3994545
06/07/2024,1510 - 225 VILLAGE GREEN SQUARE,TORONTO,ONTARIO,M1S0N4,BEN ZHANG,FIRST CLASS REALTY INC.,"$629,000",43.7798712,79.2824302
06/07/2024,1510 - 38 FOREST MANOR ROAD,TORONTO,ONTARIO,M2J0H4,SABRINA LI,FIRST CLASS REALTY INC.,"$628,000",43.772094,79.3453741
06/07/2024,1510 - 7 MABELLE AVENUE,TORONTO,ONTARIO,M9A0C9,RAJ MANN,CENTURY 21 PEOPLE'S CHOICE REALTY INC.,"$629,995",43.6464723,79.526057
06/07/2024,1512 - 16 YONGE STREET,TORONTO,ONTARIO,M5E2A1,IRENE JACKELYN BANKS,BOSLEY REAL ESTATE LTD.,"$639,900",43.6432538,79.3761506
06/07/2024,1512 - 714 THE WEST MALL,TORONTO,ONTARIO,M9C4X1,RAJEEV KUMAR,PONTIS REALTY INC.,"$649,999",43.6568866,79.5707703
06/07/2024,1521 - 100 HARRISON GARDEN BOULEVARD,TORONTO,ONTARIO,M2N0C2,RACHEL LINDSI MARKUS,SLAVENS & ASSOCIATES REAL ESTATE INC.,"$649,000",43.7571072,79.4040667
06/07/2024,1601 - 130 RIVER STREET,TORONTO,ONTARIO,M5V3P7,SHAGUFTA ASHRAFI,ROYAL STAR REALTY INC.,"$649,900",43.6614881,79.3585181
06/07/2024,1601 - 30 NELSON STREET,TORONTO,ONTARIO,M5V0H5,KENNETH KWONG,CENTURY 21 ATRIA REALTY INC.,"$618,000",43.6490377,79.3884119
06/07/2024,1601 - 357 KING STREET W,TORONTO,ONTARIO,M5V0S7,NATHANIEL CHIU,RARE REAL ESTATE,"$620,000",43.6457762,79.3925063
06/07/2024,1603 - 219 DUNDAS STREET E,TORONTO,ONTARIO,M5A0V1,SHAWN SU,TARGET ONE REALTY POINT,"$620,000",43.6574902,79.3729582
06/07/2024,1603 - 35 FINCH AVENUE E,TORONTO,ONTARIO,M2N6Z8,HUN KWON PARK,ROYAL LEPAGE NEW CONCEPT,"$638,000",43.7798543,79.4125439
06/07/2024,1605 - 330 ALTON TOWERS CIRCLE,TORONTO,ONTARIO,M1V5H3,ASHRAF MESSIHA,ROYAL LEPAGE YOUR COMMUNITY REALTY,"$649,000",43.8235146,79.2758582
06/07/2024,1605W - 36 LISGAR STREET,TORONTO,ONTARIO,M6J0C7,AYESHA MAWAZ-KHAN,SOTHEBY'S INTERNATIONAL REALTY CANADA,"$609,000",43.6420176,79.4235089
06/07/2024,1606 - 56 FOREST MANOR ROAD,TORONTO,ONTARIO,M2J1M6,EVA ZHAO,HOMELIFE LANDMARK REALTY INC.,"$648,000",43.7733449,79.3450628
06/07/2024,1607 - 22 WELLESLEY STREET E,TORONTO,ONTARIO,M4Y1G3,SHENG CHU,JDL REALTY INC.,"$629,000",43.6654816,79.3832754
06/07/2024,1607 - 609 AVENUE ROAD,TORONTO,ONTARIO,M4V0B1,TINA WEISZ,RE/MAX REALTRON REALTY INC.,"$619,900",43.6896328,79.4023293
06/07/2024,1608 - 11 WINCOTT DRIVE,TORONTO,ONTARIO,M9R2R9,NICHOLAS MICHAEL CHIMIENTI,RIGHT AT HOME REALTY,"$629,000",43.6952654,79.5508479
06/07/2024,1608 - 115 MCMAHON DRIVE,TORONTO,ONTARIO,M2K0E3,ANGEL YU,FIRST CLASS REALTY INC.,"$615,000",43.7669863,79.371042
06/07/2024,1609 - 208 QUEENS QUAY W,TORONTO,ONTARIO,M5J2Y5,ISABEL MIRAS,"INTERNATIONAL REALTY FIRM, INC.","$649,900",43.6401517,79.3806837
06/07/2024,1610 - 955 BAY STREET,TORONTO,ONTARIO,M5S0C6,CHEN NI,YOURCONDOS REALTY INC.,"$638,000",43.6646319,79.3869529
06/07/2024,1611 - 197 YONGE STREET,TORONTO,ONTARIO,M5B1M4,SIMON BIN XU,HOMELIFE LANDMARK REALTY INC.,"$629,900",43.6534359,79.3791875
06/07/2024,1612 - 140 SIMCOE STREET,TORONTO,ONTARIO,M5H3G4,BETSY WANG,RE/MAX ESCARPMENT REALTY INC.,"$649,900",43.6496,79.3871677
06/07/2024,1617 - 1926 LAKE SHORE BOULEVARD W,TORONTO,ONTARIO,M6S1A1,ANDREW DOUMONT,KELLER WILLIAMS REFERRED URBAN REALTY,"$639,000",43.6361278,79.4672709
06/07/2024,1619 - 711 BAY STREET,TORONTO,ONTARIO,M5G2J8,VANESSA HULAN,ROYAL LEPAGE FIRST CONTACT REALTY,"$629,900",43.658882,79.3845473
06/07/2024,1621 - 585 BLOOR STREET E,TORONTO,ONTARIO,M4W0B3,IRENE ZHANG,MEHOME REALTY (ONTARIO) INC.,"$618,000",43.6717536,79.3714449
06/07/2024,1638 - 68 CORPORATE DRIVE,TORONTO,ONTARIO,M1H3H3,MIKE ZHAOHUI MENG,HOMELIFE LANDMARK REALTY INC.,"$629,900",43.7803897,79.2507308
06/07/2024,1701 - 77 MUTUAL STREET,TORONTO,ONTARIO,M5B0B9,DANIEL WONG,LIVING REALTY INC.,"$624,900",43.6561607,79.3750714
06/07/2024,1702 - 10 TANGREEN COURT,TORONTO,ONTARIO,M2M4B9,ALFRED YIP,LIVING REALTY INC.,"$649,000",43.7958866,79.4270483
06/07/2024,1702 - 77 MUTUAL STREET,TORONTO,ONTARIO,M5B0B9,C.K. GURDITA,ROYAL LEPAGE FLOWER CITY REALTY,"$629,900",43.6561607,79.3750714
06/07/2024,1703 - 100 HARBOUR STREET,TORONTO,ONTARIO,M5J0B5,MICHAEL HO,CONDOWONG REAL ESTATE INC.,"$650,000",43.6417725,79.379146
06/07/2024,1703 - 25 MAITLAND STREET,TORONTO,ONTARIO,M4Y2W1,CAROLINE ANNE SURI,BOSLEY REAL ESTATE LTD.,"$609,000",43.6638091,79.383028
06/07/2024,1703 - 5 ROWNTREE ROAD,TORONTO,ONTARIO,M9V5G9,VICTORIA KVINT,SUTTON GROUP-ADMIRAL REALTY INC.,"$639,000",43.7495714,79.5812045
06/07/2024,1703 - 5418 YONGE STREET,TORONTO,ONTARIO,M2N6X4,RAYMOND YONG,SUTTON GROUP REALTY SYSTEMS INC.,"$609,900",43.7754549,79.4151195
06/07/2024,1705 - 50 ANN O'REILLY ROAD,TORONTO,ONTARIO,M2J0C9,ALEXANDER BOEY,RE/MAX REALTRON REALTY INC.,"$619,900",43.7744217,79.3299915
06/07/2024,1708 - 10 PARK LAWN ROAD,TORONTO,ONTARIO,M8Y3H8,LORENA CZERANOWSKI,RE/MAX WEST REALTY INC.,"$619,999",43.6232586,79.4838561
06/07/2024,1711 - 403 CHURCH STREET,TORONTO,ONTARIO,M4Y2C2,DAVID KA HONG WONG,LIVING REALTY INC.,"$619,900",43.6622608,79.3793321
06/07/2024,1713 - 188 CUMBERLAND STREET,TORONTO,ONTARIO,M5R0B6,KENNETH KIN HUNG SHIU,HC REALTY GROUP INC.,"$610,000",43.6697892,79.3942996
06/07/2024,1715 - 460 ADELAIDE STREET E,TORONTO,ONTARIO,M5A0E7,JOHN CHRISTOPHER VIEIRA,CENTURY 21 LEADING EDGE REALTY INC.,"$629,900",43.6528922,79.3667341
06/07/2024,1717 - 135 VILLAGE GREEN SQUARE,TORONTO,ONTARIO,M1S0G4,CECILY LIU,CENTURY 21 KING'S QUAY REAL ESTATE INC.,"$638,000",43.7778803,79.2808486
06/07/2024,1804 - 21 WIDMER STREET,TORONTO,ONTARIO,M5V0B8,NOOSHIN BARAKHSHAN,RE/MAX HALLMARK REALTY LTD.,"$648,800",43.6472415,79.3909937
06/07/2024,1804 - 41 MARKBROOK LANE,TORONTO,ONTARIO,M9V5E6,DAVID ELFASSY,SUTTON GROUP-ADMIRAL REALTY INC.,"$636,000",43.7583721,79.5864619
06/07/2024,1804 - 48 POWER STREET,TORONTO,ONTARIO,M5A3A6,RANA KHALED,IPRO REALTY LTD.,"$618,000",43.6543291,79.3631582
06/07/2024,1805 - 100 HARRISON GARDEN BOULEVARD,TORONTO,ONTARIO,M2N0C2,CHRISTINE HWANG,ROYAL LEPAGE YOUR COMMUNITY REALTY,"$640,000",43.7571072,79.4040667
06/07/2024,1806 - 15 VIKING LANE,TORONTO,ONTARIO,M9B0A4,FERNANDO SOUSA,RE/MAX REALTY SPECIALISTS INC.,"$609,000",43.6393665,79.5353107
06/07/2024,1807 - 1815 YONGE STREET,TORONTO,ONTARIO,M4T2A4,PEGGY TSE,RE/MAX TRILLION REALTY,"$629,000",43.6961373,79.3956673
06/07/2024,1807 - 381 FRONT STREET W,TORONTO,ONTARIO,M5V3R8,WILSON LEE,HOMELIFE LANDMARK REALTY INC.,"$646,000",43.6428078,79.3926618
06/07/2024,1807 - 6 EVA ROAD,TORONTO,ONTARIO,M9C0B1,DIANA GONCALVES,SUTTON GROUP QUANTUM REALTY INC.,"$649,998",43.6402685,79.5627442
06/07/2024,1808 - 10 PARK LAWN ROAD,TORONTO,ONTARIO,M8V0H9,JOEY WONG,LIVING REALTY INC.,"$629,000",43.6232586,79.4838561
06/07/2024,1808 - 1461 LAWRENCE AVENUE W,TORONTO,ONTARIO,M6L0A4,CHRISTINE HWANG,ROYAL LEPAGE YOUR COMMUNITY REALTY,"$614,999",43.7074982,79.4797966
06/07/2024,1808 - 20 RICHARDSON STREET,TORONTO,ONTARIO,M5A0S6,RICKY GILL,SKYMAX REALTY INC.,"$649,900",43.645568,79.3686869
06/07/2024,1809 - 59 ANNIE CRAIG DRIVE,TORONTO,ONTARIO,M8V0C4,SERGE RYBITSKY,ROYAL LEPAGE TERREQUITY REALTY,"$629,000",43.6249692,79.478221
06/07/2024,1812 - 33 SINGER COURT,TORONTO,ONTARIO,M2K0B3,JON-PAUL RONALD HUNT,ROCK STAR REAL ESTATE INC.,"$614,900",43.7696536,79.3687061
06/07/2024,1812 - 80 QUEENS WHARF ROAD,TORONTO,ONTARIO,M5V0J3,MICHAEL MOK,PROMPTON REAL ESTATE SERVICES CORP.,"$619,900",43.6385986,79.400027
06/07/2024,1813 - 33 HELENDALE AVENUE,TORONTO,ONTARIO,M4R0A4,RACHEL GOLD LEVY,SLAVENS & ASSOCIATES REAL ESTATE INC.,"$649,000",43.7087661,79.3995613
06/07/2024,1901 - 2221 YONGE STREET,TORONTO,ONTARIO,M4S0B8,TUAN TRAN,KELLER WILLIAMS REFERRED URBAN REALTY,"$649,900",43.7060642,79.3977203
06/07/2024,1905 - 75 ST NICHOLAS STREET,TORONTO,ONTARIO,M4Y0A5,JON CHEN,HOMELIFE LANDMARK REALTY INC.,"$620,000",43.6677897,79.3862925
06/07/2024,1906 - 68 SHUTER STREET,TORONTO,ONTARIO,M5B1B4,JESSICA GUO,HOMELIFE LANDMARK REALTY INC.,"$638,000",43.6551393,79.3757478
06/07/2024,1907 - 5793 YONGE STREET,TORONTO,ONTARIO,M2M0A9,YOUNG OK JU,TRADEWORLD REALTY INC,"$629,000",43.7841863,79.4162936
06/07/2024,1908 - 50 ANN O'REILLY ROAD,TORONTO,ONTARIO,M2J0A8,GIOVANNI PLUCHINO,FOREST HILL REAL ESTATE INC.,"$638,000",43.7744217,79.3299915
06/07/2024,1908 - 8 TELEGRAM MEWS W,TORONTO,ONTARIO,M5V3Z5,OLENA ZHYVOVA,RIGHT AT HOME REALTY,"$619,000",43.6404522,79.3947705
06/07/2024,1910 - 3300 DON MILLS ROAD,TORONTO,ONTARIO,M2J4X7,ALI RAZA,CENTURY 21 LEADING EDGE REALTY INC.,"$639,000",43.7918404,79.3551954
06/07/2024,1911 - 2033 KENNEDY ROAD,TORONTO,ONTARIO,M1T0B9,MICHAEL WONG,ROYAL LEPAGE SIGNATURE REALTY,"$649,000",43.7769928,79.2838947
06/07/2024,1912 - 50 LYNN WILLIAMS STREET,TORONTO,ONTARIO,M6K3R9,MARK SACCUCCI,ROYAL LEPAGE ESTATE REALTY,"$619,900",43.6395092,79.4151815
06/07/2024,1912 - 85 BLOOR STREET E,TORONTO,ONTARIO,M4W3Y1,ALEXANDER JAMES WILSON,RE/MAX WEALTH BUILDERS REAL ESTATE,"$650,000",43.6702331,79.3843476
06/07/2024,1913 - 18 YONGE STREET,TORONTO,ONTARIO,M5E1Z8,DANIEL AUGUSTE LOSIER,REAL BROKER ONTARIO LTD.,"$630,000",43.6446048,79.3765047
06/07/2024,1B - 867 WILSON AVENUE,TORONTO,ONTARIO,M3K0A4,CARY CHAPNICK,HIVE REALTY CORP.,"$649,900",43.7305694,79.4653712
