DATE,ADDRESS,CITY,STATE,POSTAL CODE,AGENT,BROKER,PRICE,LATITUDE,LONGITUDE
27/06/2024,112 LAUGHTON AVENUE,TORONTO,ONTARIO,M6N2X2,CLAUDE BOIRON,ROYAL LEPAGE TERREQUITY REALTY,"$799,000",43.6708389,79.4563024
27/06/2024,112 PORTSDOWN ROAD,TORONTO,ONTARIO,M1P1V5,ROBERT WENG,HOMELIFE LANDMARK REALTY INC.,"$1,100,000",43.7569581,79.2840833
6/26/2024,1120 - 55 MERCHANTS' WHARF,TORONTO,ONTARIO,M5A0P2,PETER Q. DOU,GOLDEN HOUSE REALTY INC.,"$1,729,900",43.6442824,79.3637949
02/07/2024,1121 - 120 VARNA DRIVE,TORONTO,ONTARIO,M6A0B3,WESLEY BAI,ROYAL LEPAGE PEACELAND REALTY,"$448,888",43.7235804,79.445742
02/07/2024,1122 - 270 WELLINGTON STREET W,TORONTO,ONTARIO,M5V3P5,WAYNE MURDOCK,IXL AT REAL ESTATE INC.,"$487,888",43.6451021,79.3908361
03/07/2024,1122 ISLINGTON AVENUE,TORONTO,ONTARIO,M8Z4S2,SIMON THAM,KELLER WILLIAMS REAL ESTATE ASSOCIATES,"$3,799,000",43.637969,79.5209811
27/06/2024,1123 - 30 SHORE BREEZE DRIVE,TORONTO,ONTARIO,M8V0J1,DAVID ALLAN FRIESTADT,ROYAL LEPAGE ESTATE REALTY,"$1,018,000",43.6237762,79.479633
03/07/2024,1125 - 251 MANITOBA STREET,TORONTO,ONTARIO,M8Y0C7,AMAN MALHI,CENTURY 21 LEGACY LTD.,"$569,000",43.6238372,79.4893647
6/26/2024,1125 - 31 TIPPETT ROAD,TORONTO,ONTARIO,M3H0C8,ELIZABETH ALLEYNE,RE/MAX HALLMARK FIRST GROUP REALTY LTD.,"$499,000",43.7335125,79.4460849
03/07/2024,1125 - 3100 KEELE STREET,TORONTO,ONTARIO,M3M0E1,THOMAS MARKAKOS,RESIDENTIAL DEVELOPMENT SERVICES INC.,"$585,000",43.7400361,79.4856773
03/07/2024,1127 - 15 JAMES FINLAY WAY,TORONTO,ONTARIO,M3M0B3,JAMES TASCA,ICI SOURCE REAL ASSET SERVICES INC.,"$588,000",43.7260596,79.4801998
03/07/2024,1128 - 25 LOWER SIMCOE STREET,TORONTO,ONTARIO,M5J3A1,NED WOO,BLUE WHALE CAPITAL REALTY INC.,"$588,000",43.6414247,79.3832711
03/07/2024,113 - 1 FALAISE ROAD,TORONTO,ONTARIO,M1E0B9,HARISH KUMAR,RE/MAX REALTY SERVICES INC.,"$569,000",43.7693819,79.1888179
03/07/2024,113 - 293 THE KINGSWAY,TORONTO,ONTARIO,M9A0E8,JENNIFER LYNN CHALMERS,SAGE REAL ESTATE LIMITED,"$599,000",43.6633531,79.5203428
27/06/2024,113 - 31 TIPPETT ROAD,TORONTO,ONTARIO,M3H0C8,YUEYUE MA,"T-ONE GROUP REALTY INC.,","$755,000",43.7335125,79.4460849
27/06/2024,113 - 701 SHEPPARD AVENUE W,TORONTO,ONTARIO,M3H0B2,MANI BATOO,RE/MAX REAL ESTATE CENTRE INC.,"$689,900",43.7542446,79.4432827
04/07/2024,113 ERNEST AVENUE,TORONTO,ONTARIO,M2J3T7,SONG HAI,LIVING REALTY INC.,"$1,760,000",43.7907051,79.3344317
03/07/2024,113 LAMB AVENUE,TORONTO,ONTARIO,M4J4M5,NEHAD SHEHATA,RSTM REALTY INC.,"$1,199,000",43.680969,79.3285906
02/07/2024,1134 - 5 MABELLE AVENUE,TORONTO,ONTARIO,M9A0C8,JASMEET SINGH MAKKAR,SINGH BROTHERS REALTY INC.,"$498,999",43.6466642,79.5255121
29/06/2024,114 - 36 ZORRA STREET,TORONTO,ONTARIO,M8Z0G5,SUKHI DHILLON,INTERCITY REALTY INC.,"$599,000",43.6199063,79.521806
27/06/2024,114 - 485 LOGAN AVENUE,TORONTO,ONTARIO,M4M2P5,MELISSA NGUYEN,SAGE REAL ESTATE LIMITED,"$585,000",43.6667252,79.3445755
03/07/2024,114 - 500 WILSON AVENUE,TORONTO,ONTARIO,M3H5Y9,JONATHAN NHAM,RESIDENTIAL DEVELOPMENT SERVICES INC.,"$564,990",43.7353469,79.4453099
6/24/2024,114 - 510 KINGBIRD GROVE,TORONTO,ONTARIO,M1B0E4,SHEREEN BADAWI,RE/MAX ACE REALTY INC.,"$649,999",43.8049688,79.1836635
25/06/2024,114 - 870 JANE STREET,TORONTO,ONTARIO,M6N4C2,NADEEM MUMTAZ,RIGHT AT HOME REALTY,"$599,999",43.6762768,79.4960269
25/06/2024,114 BALDWIN STREET,TORONTO,ONTARIO,M5T1L6,BRAM JONATHAN ZEIDENBERG,ROYAL LEPAGE ESTATE REALTY,"$8,999,900",43.6557723,79.3979853
29/06/2024,114 LEXFIELD AVENUE,TORONTO,ONTARIO,M3M1M8,ELISABETH CORREIA,RE/MAX WEST REALTY INC.,"$898,888",43.7296216,79.4991143
25/06/2024,114 SW - 121 LOWER SHERBOURNE STREET,TORONTO,ONTARIO,M5A0W8,ROSE NGUYEN,HARLOWE REALTY CORPORATION,"$879,000",43.6495044,79.3670392
03/07/2024,114 TREEVIEW DRIVE,TORONTO,ONTARIO,M8W4C3,SHARONA NANDALAL,KINGSWAY REAL ESTATE,"$1,199,000",43.6112871,79.5357601
27/06/2024,115 - 105 SCENIC MILL WAY,TORONTO,ONTARIO,M2L1T1,ROGER TRAVASSOS,REAL BROKER ONTARIO LTD.,"$1,369,000",43.7512723,79.383021
6/25/2024,115 - 1703 MCCOWAN ROAD,TORONTO,ONTARIO,M1S4L1,SHAMIM KHARODIA,CENTURY 21 INNOVATIVE PINNACLE REAL ESTATE GROUP,"$529,995",43.7885425,79.2566136
25/06/2024,115 - 35 BRIAN PECK CRESCENT,TORONTO,ONTARIO,M4G0A5,TEJPARTAP SINGH,EXECUTIVE REAL ESTATE SERVICES LTD.,"$2,149,000",43.7146943,79.3540828
27/06/2024,115 LINSMORE CRESCENT,TORONTO,ONTARIO,M4J4K7,DAN CAMPANELLA,KELLER WILLIAMS ADVANTAGE REALTY,"$1,350,000",43.6863447,79.3313782
25/06/2024,116 - 251 MANITOBA STREET,TORONTO,ONTARIO,M8Y4G9,MOE EMBAREK,RE/MAX PREMIER INC.,"$1,300,000",43.6238372,79.4893647
6/24/2024,1178 GERRARD STREET E,TORONTO,ONTARIO,M4L1Y4,NANCY GRENIER,IPRO REALTY LTD.,"$1,198,000",43.6704397,79.3311566
25/06/2024,118 - 370 HOPEWELL AVENUE,TORONTO,ONTARIO,M6E2S2,MARY L. SBLENDORIO,CITY ALLIANCE REAL ESTATE SERVICES LTD.,"$465,000",43.7007672,79.4431776
03/07/2024,118 - 4005 DON MILLS ROAD,TORONTO,ONTARIO,M2H3J9,ERROL PAULICPULLE,HARVEY KALLES REAL ESTATE LTD.,"$599,900",43.810356,79.3601064
6/24/2024,118 - 870 JANE STREET,TORONTO,ONTARIO,M6N4C2,VICTORIA REID,LANDLORD REALTY INC.,"$2,750/MONTHLY",43.6762768,79.4960269
27/06/2024,1185B QUEEN STREET E,TORONTO,ONTARIO,M4M1L6,AMY YOUNGREN,REAL BROKER ONTARIO LTD.,"$1,249,000",43.662673,79.3318965
02/07/2024,119 - 180 MARKHAM ROAD,TORONTO,ONTARIO,M1M2Z9,JOY S. D'AOUST,RIGHT AT HOME REALTY,"$465,000",43.7416633,79.2193215
6/24/2024,119 - 20 ELSIE LANE,TORONTO,ONTARIO,M6P3N9,SERENA BUDHWANI,REAL ESTATE BAY REALTY,"$879,000",43.6599563,79.4518384
6/24/2024,119 - 35 BASTION STREET,TORONTO,ONTARIO,M5V0C1,AMIR MOZAFFARI,KINGSWAY REAL ESTATE,"$698,800",43.6372259,79.4036067
04/07/2024,119 HEALE AVENUE,TORONTO,ONTARIO,M1N3Y2,AISAN MOHAMMAD,HOMELIFE ELITE SERVICES REALTY INC.,"$699,888",43.7158807,79.2511929
29/06/2024,12 - 135 LONG BRANCH AVENUE,TORONTO,ONTARIO,M8W0A9,HUGO ERNESTO CEREN,PSR,"$3,975/MONTHLY",43.5964934,79.53441
04/07/2024,12 - 20 WOODSTREAM DRIVE,TORONTO,ONTARIO,M9W0G1,WILLIAM TRAN,HOMELIFE SUPERSTARS REAL ESTATE LIMITED,"$699,000",43.7212665,79.6118824
02/07/2024,12 - 785 BROWN'S LINE,TORONTO,ONTARIO,M8W3V8,SHELLEY PORRITT,ROYAL LEPAGE PORRITT REAL ESTATE,"$489,000",43.6087645,79.5475707
03/07/2024,12 DONEWEN COURT,TORONTO,ONTARIO,M4A1P8,EVA HAASE,ROYAL LEPAGE SIGNATURE REALTY,"$1,498,000",43.732404,79.3142325
6/26/2024,12 FONTHILL PLACE,TORONTO,ONTARIO,M3J3G6,KELLY ALVAREZ ORDONEZ,RE/MAX REALTY SPECIALISTS INC.,"$999,999",43.7500112,79.4929847
6/25/2024,12 HAREWOOD AVENUE,TORONTO,ONTARIO,M1M2R2,OLGA IVASHKEVICH,ATV REALTY INC,"$1,250,000",43.7180003,79.2332422
27/06/2024,12 PORTER AVENUE,TORONTO,ONTARIO,M6N2G9,ALCIDE P FRANCISCO,RE/MAX ULTIMATE REALTY INC.,"$889,900",43.6825695,79.4793003
6/24/2024,12 REID MANOR,TORONTO,ONTARIO,M8Y2H7,EVAN ANDREW CHRISTENSEN,HARVEY KALLES REAL ESTATE LTD.,"$2,699,000",43.6401558,79.5029898
03/07/2024,12 SPRINGBROOK GARDENS,TORONTO,ONTARIO,M8Z3B5,FRANK LEO,RE/MAX WEST REALTY INC.,"$1,565,000",43.6411789,79.5204774
04/07/2024,12 VALLEYMEDE ROAD,TORONTO,ONTARIO,M6S1G9,SHERYL YVONNE BRADSHAW,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,"$2,269,900",43.6487793,79.4728118
03/07/2024,120 - 11 MARYPORT AVENUE,TORONTO,ONTARIO,M3M0E2,SARAH LEE,UNION CAPITAL REALTY,"$530,000",43.739539,79.486137
25/06/2024,120 FRONT STREET E,TORONTO,ONTARIO,M5A4A9,BRIAN ANDREW PORTER,CBRE LIMITED,"$3,000,000",43.6502465,79.3698206
6/24/2024,120 HOWARD PARK AVENUE,TORONTO,ONTARIO,M6R1V6,ALAN J. GEAR,RE/MAX WEST REALTY INC.,"$2,549,999",43.6513187,79.4531823
25/06/2024,120 REDWATER DRIVE,TORONTO,ONTARIO,M9W2A2,JESSIE ACOB DE BELEN,HOMELIFE/FUTURE REALTY INC.,"$1,049,900",43.7163233,79.5663147
29/06/2024,120 WILLIAM DUNACAN ROAD,TORONTO,ONTARIO,M3K0C1,APRIL SUN,ROYAL LEPAGE PEACELAND REALTY,"$4,500/MONTHLY",43.7359663,79.4759163
03/07/2024,1201 - 1 HICKORY TREE ROAD,TORONTO,ONTARIO,M9N3W4,MARIA FERNANDA MIRANDA,RE/MAX ULTIMATE REALTY INC.,"$599,000",43.6980964,79.5137392
02/07/2024,1201 - 117 GERRARD STREET,TORONTO,ONTARIO,M5B2L4,VLADIMIR REZNIK,TIMES REALTY GROUP INC.,"$495,000",43.6602378,79.3760305
03/07/2024,1201 - 12 YORK STREET,TORONTO,ONTARIO,M5J0A9,MARY TRAN,JMAS REALTY INC.,"$545,000",43.6417442,79.3819559
27/06/2024,1201 - 15 SEWELLS ROAD,TORONTO,ONTARIO,M1B3V7,SAM AL-ZAMAN,ONE PERCENT REALTY LTD.,"$448,900",43.8067506,79.2171378
6/24/2024,1201 - 17 ANNDALE DRIVE,TORONTO,ONTARIO,M2N2W7,GREG GUAN,HOMELIFE LANDMARK REALTY INC.,"$2,550/MONTHLY",43.7600084,79.4075693
6/24/2024,1201 - 18 YONGE STREET,TORONTO,ONTARIO,M5E1Z8,SUNDEEP BAHL,RE/MAX PLUS CITY TEAM INC.,"$695,000",43.6446048,79.3765047
03/07/2024,1201 - 205 SHERWAY GARDENS ROAD,TORONTO,ONTARIO,M9C0A5,ADAM JANTOS,ROYAL LEPAGE TERREQUITY REALTY,"$579,000",43.6097628,79.5571699
02/07/2024,1201 - 2645 KIPLING AVENUE,TORONTO,ONTARIO,M9V3S6,ROSA BELLISSIMO,ROYAL LEPAGE TERREQUITY REALTY,"$384,900",43.7475606,79.5834475
25/06/2024,1201 - 3 GLOUCESTER STREET,TORONTO,ONTARIO,M4Y0C6,JIAN J. QIU,HOMELIFE LANDMARK REALTY INC.,"$599,000",43.6663119,79.3845087
03/07/2024,1201 - 757 VICTORIA PARK AVENUE,TORONTO,ONTARIO,M4C5N8,LUDY PONCE,CENTURY 21 PEOPLE'S CHOICE REALTY INC.,"$515,000",43.6924701,79.2883226
03/07/2024,1201 - 8 THE ESPLANADE,TORONTO,ONTARIO,M5E0A6,ROSEMARIE JAMES,ROYAL LEPAGE RCR REALTY,"$579,000",43.6460366,79.3763206
03/07/2024,1202 - 1461 LAWRENCE AVENUE W,TORONTO,ONTARIO,M6L0A6,MARIO SALLATI,TIMBERSTONE REALTY,"$599,990",43.7074982,79.4797966
25/06/2024,1202 - 19 GRAND TRUNK CRESCENT,TORONTO,ONTARIO,M5J3A3,PUSHPA DHAWAN,HOMELIFE/ROMANO REALTY LTD.,"$850,000",43.6416602,79.3827118
03/07/2024,1202 - 33 FREDERICK TODD WAY,TORONTO,ONTARIO,M4G0C9,LOUIE LUK,CENTURY 21 LEADING EDGE REALTY INC.,"$538,000",43.7136632,79.3607021
04/07/2024,1202 - 410 QUEENS QUAY W,TORONTO,ONTARIO,M5V3T1,KAREN LAW,CENTURY 21 LEADING EDGE REALTY INC.,"$629,000",43.6379529,79.3914512
02/07/2024,1202 - 50 LOTHERTON PATHWAY,TORONTO,ONTARIO,M6B2G7,ZACK FENWICK,HARVEY KALLES REAL ESTATE LTD.,"$429,900",43.7058771,79.4670119
29/06/2024,1202 - 552 WELLINGTON STREET W,TORONTO,ONTARIO,M5V2V5,MATTHEW BRIENZA,RE/MAX ALL-STARS THE PB TEAM REALTY,"$4,500/MONTHLY",43.6428462,79.4018611
27/06/2024,1202 - 99 FOXBAR ROAD,TORONTO,ONTARIO,M4V0B2,LESLIE WALLENDER LYONS,ROYAL LEPAGE/J & D DIVISION,"$1,769,000",43.6864535,79.4003053
03/07/2024,1203 - 181 WYNFORD DRIVE,TORONTO,ONTARIO,M3C0C6,NADIR SHAH,IPRO REALTY LTD.,"$679,000",43.725004,79.3286445
02/07/2024,1203 - 5101 DUNDAS STREET W,TORONTO,ONTARIO,M9A5G8,NOT AVAILABLE,KELLER WILLIAMS SIGNATURE REALTY,"$484,900",43.6449121,79.5317338
6/26/2024,1204 - 10 MARKBROOK LANE,TORONTO,ONTARIO,M9V5E3,OLAITAN NURUDEEN OWONIYI,RIGHT AT HOME REALTY,"$595,000",43.7590098,79.5885688
6/24/2024,1204 - 1055 BAY STREET,TORONTO,ONTARIO,M5S3A3,MATTHEW JIANG,REAL ONE REALTY INC.,"$2,550/MONTHLY",43.6667282,79.3876786
02/07/2024,1204 - 18 MAITLAND TERRACE,TORONTO,ONTARIO,M4Y0H2,LUCY LIU,HOMELIVING EMPIRE REALTY INC.,"$479,000",43.6636845,79.3834726
04/07/2024,1204 - 197 YONGE STREET,TORONTO,ONTARIO,M5B1M4,TATYANA POYLOVA,RIGHT AT HOME REALTY,"$565,000",43.6534359,79.3791875
27/06/2024,1204 - 5 EVERSON DRIVE,TORONTO,ONTARIO,M2N7C3,MARY-KATE ROSE,SAGE REAL ESTATE LIMITED,"$688,888",43.7573748,79.4066841
25/06/2024,1204 - 633 BAY STREET,TORONTO,ONTARIO,M5G2G4,QIANG MA,JDL REALTY INC.,"$760,000",43.6567783,79.3832756
6/24/2024,1204 - 840 QUEEN'S PLATE DRIVE,TORONTO,ONTARIO,M9W0E7,GOLDA MUTHURAJAH,HOMELIFE/FUTURE REALTY INC.,"$2,450/MONTHLY",43.7204262,79.6034454
27/06/2024,1204 AVENUE ROAD,TORONTO,ONTARIO,M5N2G4,SUZY GOLDSTEIN,SUTTON GROUP-ADMIRAL REALTY INC.,"$2,395,000",43.712298,79.4119224
6/24/2024,1205 - 10 TOBERMORY DRIVE,TORONTO,ONTARIO,M3N2Y5,AMRITA PATWARI TRIKHA,REALTY ONE GROUP FLAGSHIP,"$3,000/MONTHLY",43.7598569,79.5088171
04/07/2024,1205 - 215 SHERWAY GARDENS ROAD,TORONTO,ONTARIO,M9C0A4,RAMEZ WILLIAM ZEMOKHOL,IPRO REALTY LTD,"$520,000",43.6094508,79.55742
25/06/2024,1205 - 33 SHEPPARD AVENUE E,TORONTO,ONTARIO,M2N7K1,FARHAD SHAHAMI,RIGHT AT HOME REALTY,"$685,888",43.7612748,79.408924
03/07/2024,1205 - 39 ANNIE CRAIG DRIVE,TORONTO,ONTARIO,M8V0H1,ALVIN TUNG,RIGHT AT HOME REALTY,"$590,000",43.625812,79.4778589
03/07/2024,1205 - 50 ORDNANCE STREET,TORONTO,ONTARIO,M6K1A2,FRANK MERIGLIANO,RE/MAX PREMIER INC.,"$599,000",43.6396981,79.4097181
6/24/2024,1205 - 7 GRENVILLE STREET,TORONTO,ONTARIO,M4Y0E9,EMMA CAI,HOMELIFE NEW WORLD REALTY INC.,"$898,000",43.6619393,79.3838729
27/06/2024,1205 - 8 THE ESPLANADE,TORONTO,ONTARIO,M5E0A6,LOUIS H. DESTOUNIS,HARVEY KALLES REAL ESTATE LTD.,"$1,499,000",43.6460366,79.3763206
6/24/2024,1205 - 86 GLOUCESTER STREET,TORONTO,ONTARIO,M4Y2S2,SARAH GWYNNETH BOOTH,CHESTNUT PARK REAL ESTATE LIMITED,"$829,900",43.6677328,79.3809199
03/07/2024,1205 - 9 VALHALLA INN ROAD,TORONTO,ONTARIO,M9B1S9,BESSA LIKA,RE/MAX PROFESSIONALS INC.,"$559,000",43.6399691,79.559482
02/07/2024,1205E - 36 LISGAR STREET,TORONTO,ONTARIO,M6J0C7,SHANNON SMITH,KIC REALTY,"$17,484",43.6419929,79.4235282
03/07/2024,1206 - 15 ZORRA STREET,TORONTO,ONTARIO,M8Z4Z6,KIYA HASHEMI,FERROW REAL ESTATE INC.,"$529,000",43.6212404,79.5213634
02/07/2024,1206 - 345 DRIFTWOOD AVENUE,TORONTO,ONTARIO,M3N2P4,NADIA YANCHUK,CENTURY 21 HERITAGE GROUP LTD.,"$430,000",43.7673892,79.5121055
02/07/2024,1206 - 725 DON MILLS ROAD,TORONTO,ONTARIO,M3C1S6,BRIAN BYUNGHOON YU,ROYAL LEPAGE NEW CONCEPT,"$495,000",43.71154,79.3334415
6/26/2024,1207 - 1101 LESLIE STREET,TORONTO,ONTARIO,M3C4G3,JOHN FILNTISSIS,ROYAL LEPAGE TERREQUITY TCK FINE HOMES REALTY,"$2,550/MONTHLY",43.7203888,79.3492752
27/06/2024,1207 - 111 ELIZABETH STREET,TORONTO,ONTARIO,M5G1P7,PHILIP NGON-TIM NG,CENTURY 21 LEADING EDGE REALTY INC.,"$750,000",43.6551126,79.3848059
04/07/2024,1207 - 120 HOMEWOOD AVENUE,TORONTO,ONTARIO,M4Y2J3,MICHAEL SWITZER,FOREST HILL REAL ESTATE INC.,"$799,000",43.6669945,79.3763662
02/07/2024,1207 - 121 MCMAHON DRIVE,TORONTO,ONTARIO,M2K0C2,SIMON NGOK-PANG YEUNG,HOMELIFE NEW WORLD REALTY INC.,"$499,900",43.7676473,79.3706957
29/06/2024,1207 - 1320 ISLINGTON AVENUE,TORONTO,ONTARIO,M9A5C6,KELLY JACK,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,"$890,000",43.6500087,79.5264893
25/06/2024,1207 - 28 FREELAND STREET,TORONTO,ONTARIO,M5E1L7,STANLEY WONG,HOMELIFE FRONTIER REALTY INC.,"$1,119,900",43.6436476,79.3737615
27/06/2024,1207 - 940 CALEDONIA ROAD S,TORONTO,ONTARIO,M6B3Y4,EUGENE PREVILON,HOMELIFE/CIMERMAN REAL ESTATE LIMITED,"$440,000",43.7062324,79.467079
03/07/2024,1208 - 161 ROEHAMPTON AVENUE,TORONTO,ONTARIO,M4P1P9,WENDY YANG,SMART SOLD REALTY,"$588,000",43.7090752,79.3948648
03/07/2024,1208 - 18 GRAYDON HALL DRIVE,TORONTO,ONTARIO,M3A0A4,AMY LEUNG,SUPERSTARS REALTY LTD.,"$545,000",43.7627086,79.3464254
03/07/2024,1208 - 236 ALBION ROAD,TORONTO,ONTARIO,M9W6A6,MARTA DE SOUSA,RE/MAX ULTIMATE REALTY INC.,"$519,900",43.7220294,79.5439701
03/07/2024,1208 - 36 LEE CENTRE DRIVE,TORONTO,ONTARIO,M1H3K2,ELLY ZHANG,CENTURY 21 THE ONE REALTY,"$538,000",43.7817697,79.2472678
6/24/2024,1208 - 3865 LAKE SHORE BOULEVARD W,TORONTO,ONTARIO,M8W0A2,LISA ROBINSON,SOTHEBY'S INTERNATIONAL REALTY CANADA,"$829,000",43.5899314,79.5450785
02/07/2024,1208 - 4645 JANE STREET,TORONTO,ONTARIO,M3N2K9,VIVEK DANI,HOMELIFE/GTA REALTY INC.,"$330,000",43.7694348,79.5198158
25/06/2024,1209 - 12 YORK STREET,TORONTO,ONTARIO,M5J0A9,TARA CROOKS,REAL BROKER ONTARIO LTD.,"$629,900",43.6417442,79.3819559
29/06/2024,1209 - 20 RICHARDSON STREET,TORONTO,ONTARIO,M5A0S6,HANADI DARWISH,CENTURY 21 LEADING EDGE REALTY INC.,"$699,000",43.645568,79.3686869
02/07/2024,1209 - 2645 KIPLING AVENUE,TORONTO,ONTARIO,M9V3S6,KAVITA SINGH,EXP REALTY,"$469,999",43.7475606,79.5834475
03/07/2024,1209 - 85 BLOOR STREET E,TORONTO,ONTARIO,M4W3Y1,SEAN DONNELLY,KELLER WILLIAMS REFERRED URBAN REALTY,"$535,000",43.6702331,79.3843476
03/07/2024,121 - 60 GEORGE BUTCHART DRIVE N,TORONTO,ONTARIO,M3K0E1,PUSHPINDER SINGH,UPHOMES REALTY POINT,"$598,000",43.7364282,79.4835959
04/07/2024,121 - 7 KENASTON GARDENS,TORONTO,ONTARIO,M2K1G7,KENDRICK MEANA,HOMELIFE/MIRACLE REALTY LTD,"$599,999",43.7667291,79.3856795
27/06/2024,121 COXWELL AVENUE,TORONTO,ONTARIO,M4L3B3,AMANDA RIX,ROYAL LEPAGE ESTATE REALTY,"$499,000",43.6697148,79.3178085
02/07/2024,1210 - 100 LOTHERTON PATHWAY,TORONTO,ONTARIO,M6B2G8,LEE DIAS,RE/MAX WEST REALTY INC.,"$395,999",43.7064762,79.4675632
03/07/2024,1210 - 121 MCMAHON DRIVE,TORONTO,ONTARIO,M2K0C1,MEILIN CHOU,CENTURY 21 KING'S QUAY REAL ESTATE INC.,"$599,880",43.7676473,79.3706957
02/07/2024,1210 - 151 DAN LECKIE WAY,TORONTO,ONTARIO,M5V4B2,DAVID CHUNG YIN POON,STRATA REAL ESTATE,"$499,000",43.6398431,79.3979199
25/06/2024,1210 - 2 ANNDALE DRIVE,TORONTO,ONTARIO,M2N0G5,JESSIE BAO,RE/MAX ATRIUM HOME REALTY,"$3,200/MONTHLY",43.7607405,79.4084851
04/07/2024,1210 - 210 SIMCOE STREET E,TORONTO,ONTARIO,M5T2W5,SHAN THAYAPARAN,RE/MAX COMMUNITY REALTY INC.,"$769,000",43.6525593,79.3884782
27/06/2024,1210 - 30 INN ON THE PARK DRIVE,TORONTO,ONTARIO,M3C2J7,JAMES AMINPOOR,RIGHT AT HOME REALTY,"$1,518,000",43.7197492,79.3488744
25/06/2024,1210 - 325 BAY STREET,TORONTO,ONTARIO,M5H4G3,IRA DAVID JELINEK,HARVEY KALLES REAL ESTATE LTD.,"$999,000",43.649722,79.380278
03/07/2024,1210 - 39 ROEHAMPTON AVENUE,TORONTO,ONTARIO,M4P1P9,GINO SPAGNUOLO,RE/MAX HALLMARK REALTY LTD.,"$749,988",43.7081279,79.3971351
04/07/2024,1210 - 460 ADELAIDE STREET E,TORONTO,ONTARIO,M5A0E7,ANDREW DOUMONT,KELLER WILLIAMS REFERRED URBAN REALTY,"$575,000",43.6528922,79.3667341
6/24/2024,1211 - 100 HARRISON GARDEN BOULEVARD E,TORONTO,ONTARIO,M2N2T2,CHRISTINE MENG,BESTLIVING SIGNATURE REALTY INC.,"$1,499,000",43.7571072,79.4040667
03/07/2024,1211 - 251 MANITOBA STREET,TORONTO,ONTARIO,M8Y4G9,ANDREW SCERBINA,SEARCH REALTY,"$569,000",43.6238372,79.4893647
6/26/2024,1211 - 256 DORIS AVENUE,TORONTO,ONTARIO,M2N6X8,QUINCY WAI CHI CHAN,HOMELIFE NEW WORLD REALTY INC.,"$579,000",43.7716108,79.4121372
03/07/2024,1211 - 56 FOREST MANOR ROAD,TORONTO,ONTARIO,M2J1M6,AMAN RAKHRA,KINGSWAY REAL ESTATE,"$539,999",43.7733449,79.3450628
04/07/2024,1211 - 575 BLOOR STREET E,TORONTO,ONTARIO,M4W0B2,SABA ZADMAJID,RIGHT AT HOME REALTY,"$2,600/MONTHLY",43.6718782,79.3724592
03/07/2024,1212 - 128 FAIRVIEW MALL DRIVE,TORONTO,ONTARIO,M2J0E8,CAMERON DUAN,CENTURY 21 KING'S QUAY REAL ESTATE INC.,"$549,000",43.77998,79.3449211
27/06/2024,1212 - 195 REDPATH AVENUE,TORONTO,ONTARIO,M4R0E4,JIA LI,SUTTON GROUP-ADMIRAL REALTY INC.,"$659,000",43.710166,79.39348
02/07/2024,1212 - 88 SCOTT STREET,TORONTO,ONTARIO,M5E0A9,PAUL CHI-CHOW CHENG,EXP REALTY,"$499,000",43.6484074,79.3763344
6/25/2024,1213 - 100 WINGARDEN COURT,TORONTO,ONTARIO,M1B2P4,NIGEL MOHAN,CENTURY 21 PERCY FULTON LTD.,"$479,800",43.8113979,79.2260673
03/07/2024,1213 - 170 SUMACH STREET,TORONTO,ONTARIO,M5A0C3,JEFF JAFFARI,RE/MAX HALLMARK REALTY LTD.,"$549,900",43.6602911,79.3606615
03/07/2024,1213 - 30 TRETTI WAY,TORONTO,ONTARIO,M3H0E3,AMY PING,FIRST CLASS REALTY INC.,"$508,000",43.7328501,79.4479795
29/06/2024,1214 - 155 LEGION ROAD N,TORONTO,ONTARIO,M8Y0A7,DAVIS CARNIELLO,ROYAL LEPAGE SIGNATURE REALTY,"$589,900",43.6239698,79.4884113
6/24/2024,1214 - 18 YONGE STREET,TORONTO,ONTARIO,M5E1Z8,JACK LY,RE/MAX HALLMARK REALTY LTD.,"$548,800",43.6446048,79.3765047
03/07/2024,1214 - 200 VICTORIA STREET,TORONTO,ONTARIO,M5B1V8,KENNETH SHIM,RE/MAX CONDOS PLUS CORPORATION,"$579,000",43.654536,79.3791043
03/07/2024,1214 - 3050 ELLESMERE ROAD,TORONTO,ONTARIO,M1E5E6,ASM MOSTAQUE,CENTURY 21 LEADING EDGE REALTY INC.,"$554,900",43.7854974,79.196389
03/07/2024,1214 - 711 BAY STREET,TORONTO,ONTARIO,M5G2J8,OLEG SNIHUR,RIGHT AT HOME REALTY,"$579,999",43.658882,79.3845473
03/07/2024,1215 - 1 LEE CENTRE DRIVE,TORONTO,ONTARIO,M1H3J2,RANA PARVEJ,ROYAL LEPAGE TERREQUITY REALTY,"$534,900",43.7813124,79.2452782
03/07/2024,1216 - 11 BRUNEL COURT,TORONTO,ONTARIO,M5V3Y3,ASLI OZDEMIR,SOTHEBY'S INTERNATIONAL REALTY CANADA,"$528,000",43.6393683,79.3933145
25/06/2024,1216 - 39 ANNIE CRAIG DRIVE,TORONTO,ONTARIO,M8V0C5,MIKE NAKEEB,RE/MAX WEST REALTY INC.,"$1,289,900",43.625812,79.4778589
